,epoch,tag,variable,value,training_time,sem_variant
19105,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2064916560023642,9.992520481481481,full
19106,1.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2031712941217888,9.992520481481481,full
19107,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,725.8009111234568,full
19108,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2395414136610282,725.8009111234568,full
19109,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.249192679898044,725.8009111234568,full
19110,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.235762558031748,725.8009111234568,full
19111,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2257985595417138,725.8009111234568,full
19112,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2489603823664694,725.8009111234568,full
19113,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2400184914081644,725.8009111234568,full
19114,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2704417043251009,725.8009111234568,full
19115,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2318873586095726,725.8009111234568,full
19116,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2417599502714983,725.8009111234568,full
19117,71.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2713050366561405,725.8009111234568,full
19118,61.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,,625.3894313086419,full
19119,61.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2265161332848501,625.3894313086419,full
19120,61.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2384937806970946,625.3894313086419,full
19121,61.0,april_17_always_s1140_1E-01_5E+05,bi_shuffle,0.2418999119254069,625.3894313086419,full
