,epoch,tag,variable,value,training_time,sem_variant
20870,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1976777363509836,725.8009111234568,full
20871,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1902946523249337,725.8009111234568,full
20872,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1905813404306267,725.8009111234568,full
20873,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2063542756893351,725.8009111234568,full
20874,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1799216300718021,725.8009111234568,full
20875,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2084927781886124,725.8009111234568,full
20876,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1941427001436217,725.8009111234568,full
20877,71,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1850024673509228,725.8009111234568,full
20878,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,,625.3894313086419,full
20879,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2211473791365425,625.3894313086419,full
20880,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1848667483589529,625.3894313086419,full
20881,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.208128038730927,625.3894313086419,full
20882,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2115882881643592,625.3894313086419,full
20883,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1827218286100477,625.3894313086419,full
20884,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1852331556628221,625.3894313086419,full
20885,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1800498327381168,625.3894313086419,full
20886,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1935949943302382,625.3894313086419,full
20887,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.2010639149953199,625.3894313086419,full
20888,61,april_17_always_s1140_1E-01_5E+05,mi_shuffle,0.1924881667862381,625.3894313086419,full
20889,21,april_17_always_s1140_1E-01_5E+05,mi_shuffle,,217.90897308641976,full
